Date,Open,High,Low,Close,Adj Close,Volume
12/31/1999,6876.100098,6876.100098,6876.100098,6876.100098,6876.100098,0
1/3/2000,6762.109863,6762.109863,6762.109863,6762.109863,6762.109863,0
1/4/2000,6543.759766,6543.759766,6543.759766,6543.759766,6543.759766,0
1/5/2000,6567.029785,6567.029785,6567.029785,6567.029785,6567.029785,0
1/6/2000,6635.439941,6635.439941,6635.439941,6635.439941,6635.439941,0
1/7/2000,6792.669922,6792.669922,6792.669922,6792.669922,6792.669922,0
1/10/2000,6838.450195,6838.450195,6838.450195,6838.450195,6838.450195,0
1/11/2000,6774.47998,6774.47998,6774.47998,6774.47998,6774.47998,0
1/12/2000,6766.549805,6766.549805,6766.549805,6766.549805,6766.549805,0
1/13/2000,6836.759766,6836.759766,6836.759766,6836.759766,6836.759766,0
1/14/2000,6870.490234,6870.490234,6870.490234,6870.490234,6870.490234,0
1/18/2000,6808.640137,6808.640137,6808.640137,6808.640137,6808.640137,0
1/19/2000,6823.970215,6823.970215,6823.970215,6823.970215,6823.970215,0
1/20/2000,6772.580078,6772.580078,6772.580078,6772.580078,6772.580078,0
1/21/2000,6762.75,6762.75,6762.75,6762.75,6762.75,0
1/24/2000,6611.120117,6611.120117,6611.120117,6611.120117,6611.120117,0
1/25/2000,6606.779785,6606.779785,6606.779785,6606.779785,6606.779785,0
1/26/2000,6644.850098,6644.850098,6644.850098,6644.850098,6644.850098,0
1/27/2000,6627.189941,6627.189941,6627.189941,6627.189941,6627.189941,0
1/28/2000,6469.109863,6469.109863,6469.109863,6469.109863,6469.109863,0
1/31/2000,6574.009766,6574.009766,6574.009766,6574.009766,6574.009766,0
2/1/2000,6606.890137,6606.890137,6606.890137,6606.890137,6606.890137,0
2/2/2000,6618.419922,6618.419922,6618.419922,6618.419922,6618.419922,0
2/3/2000,6657.540039,6657.540039,6657.540039,6657.540039,6657.540039,0
2/4/2000,6628.669922,6628.669922,6628.669922,6628.669922,6628.669922,0
2/7/2000,6596.319824,6596.319824,6596.319824,6596.319824,6596.319824,0
2/8/2000,6651.299805,6651.299805,6651.299805,6651.299805,6651.299805,0
2/9/2000,6523.779785,6523.779785,6523.779785,6523.779785,6523.779785,0
